,degree
14192,3
14193,1
14194,2
14195,2
14196,1
14197,1
14198,2
14199,2
14200,1
14201,3
14202,2
14203,1
14204,1
14205,3
14206,1
14207,3
14208,4
14209,2
14210,1
14211,1
14212,2
14213,1
14214,4
14215,1
14216,1
14217,1
14218,2
14219,2
14220,2
14221,1
14222,3
14223,3
14224,2
14225,5
14226,1
14227,3
14228,1
14229,9
14230,5
14231,1
14232,5
14233,1
14234,9
14235,3
14236,3
14237,1
14238,1
14239,2
14240,4
14241,3
14242,1
14243,6
14244,1
14245,1
14246,14
14247,3
14248,2
14249,1
14250,5
14251,1
14252,4
14253,1
14254,4
14255,9
14256,3
14257,1
14258,1
14259,1
14260,3
14261,1
14262,1
14263,1
14264,7
14265,1
14266,4
14267,3
14268,1
14269,6
14270,2
14271,1
14272,2
14273,4
14274,2
14275,4
14276,2
14277,2
14278,3
14279,1
14280,2
14281,2
14282,1
14283,1
14284,2
14285,2
14286,4
14287,3
14288,1
14289,3
14290,3
14291,1
14292,3
14293,2
14294,7
14295,2
14296,2
14297,6
14298,3
14299,4
14300,5
14301,10
14302,1
14303,2
14304,1
14305,3
14306,1
14307,1
14308,1
14309,1
14310,3
14311,4
14312,6
14313,10
14314,2
14315,1
14316,4
14317,4
14318,4
14319,2
14320,3
14321,1
14322,4
14323,1
14324,12
14325,3
14326,2
14327,1
14328,3
14329,3
14330,5
14331,1
14332,3
14333,6
14334,5
14335,3
14336,7
14337,2
14338,5
14339,1
14340,1
14341,1
14342,2
14343,1
14344,2
14345,5
14346,3
14347,1
14348,3
14349,1
14350,1
14351,2
14352,3
14353,2
14354,1
14355,3
14356,3
14357,9
14358,1
14359,6
14360,9
14361,9
14362,10
14363,7
14364,2
14365,2
14366,3
14367,4
14368,2
14369,2
14370,1
14371,4
14372,2
14373,2
14374,1
14375,4
14376,1
14377,1
14378,1
14379,4
14380,3
14381,2
14382,2
14383,1
14384,2
14385,3
14386,1
14387,3
14388,4
14389,3
14390,1
14391,2
14392,1
14393,1
14394,1
14395,3
14396,3
14397,4
14398,1
14399,7
14400,1
14401,4
14402,1
14403,1
14404,1
14405,1
14406,1
14407,1
14408,1
14409,1
14410,3
14411,1
14412,1
14413,2
14414,3
14415,3
14416,3
14417,4
14418,3
14419,1
14420,1
14421,1
14422,1
14423,2
14424,2
14425,1
14426,5
14427,2
14428,4
14429,6
14430,2
14431,2
14432,3
14433,1
14434,5
14435,10
14436,6
14437,2
14438,5
14439,6
14440,1
14441,9
14442,1
14443,1
14444,4
14445,3
14446,1
14447,2
14448,3
14449,1
14450,4
14451,1
14452,1
14453,1
14454,3
14455,5
14456,4
14457,2
14458,4
14459,1
14460,3
14461,1
14462,3
14463,3
14464,4
14465,1
14466,4
14467,2
14468,4
14469,1
14470,7
14471,3
14472,3
14473,2
14474,1
14475,1
14476,1
14477,2
14478,5
14479,2
14480,1
14481,2
14482,1
14483,4
14484,1
14485,2
14486,3
14487,2
14488,5
14489,4
14490,1
14491,4
14492,8
14493,1
14494,1
14495,2
14496,1
14497,1
14498,1
14499,4
14500,1
14501,1
14502,1
14503,8
14504,4
14505,1
14506,1
14507,3
14508,3
14509,1
14510,1
14511,1
14512,2
14513,4
14514,4
14515,1
14516,9
14517,3
14518,2
14519,1
14520,1
14521,6
14522,3
14523,1
14524,2
14525,1
14526,1
14527,2
14528,1
14529,1
14530,2
14531,5
14532,4
14533,2
14534,2
14535,1
14536,1
14537,1
14538,2
14539,1
14540,1
14541,1
14542,1
14543,4
14544,1
14545,1
14546,1
14547,2
14548,1
14549,1
14550,1
14551,1
14552,1
14553,2
14554,2
14555,8
14556,13
14557,6
14558,6
14559,12
14560,12
14561,8
14562,6
14563,3
14564,4
14565,3
14566,1
14567,2
14568,1
14569,1
14570,2
14571,2
14572,2
14573,2
14574,1
14575,2
14576,1
14577,1
14578,1
14579,2
14580,1
14581,1
14582,4
14583,1
14584,1
14585,2
14586,1
14587,2
14588,1
14589,1
14590,2
14591,1
14592,4
14593,1
14594,2
14595,1
14596,1
14597,2
14598,1
14599,2
14600,2
14601,1
14602,1
14603,1
14604,2
14605,1
14606,1
14607,1
14608,1
14609,1
14610,1
14611,1
14612,2
14613,2
14614,2
14615,2
14616,1
14617,1
14618,1
14619,1
14620,1
14621,1
14622,3
14623,3
14624,8
14625,2
14626,1
14627,1
14628,1
14629,1
14630,1
14631,3
14632,2
14633,2
14634,1
14635,1
14636,1
14637,1
14638,2
14639,1
14640,1
14641,1
14642,1
14643,3
14644,1
14645,1
14646,2
14647,2
14648,1
14649,1
14650,1
14651,1
14652,1
14653,1
14654,1
14655,1
14656,1
14657,6
14658,1
14659,3
14660,1
14661,4
14662,2
14663,1
14664,1
14665,1
14666,1
14667,1
14668,3
14669,1
14670,1
14671,1
14672,2
14673,1
14674,1
14675,1
14676,1
14677,2
14678,4
14679,2
14680,1
14681,2
14682,1
14683,1
14684,1
14685,1
14686,1
14687,1
14688,1
14689,2
14690,1
14691,1
14692,1
14693,1
14694,1
14695,1
14696,1
14697,1
14698,1
14699,1
14700,1
14701,3
14702,3
14703,1
14704,1
14705,1
14706,1
14707,1
14708,1
14709,2
14710,5
14711,6
14712,1
14713,1
14714,1
14715,1
14716,1
14717,4
14718,1
14719,1
14720,3
14721,1
14722,2
14723,1
14724,1
14725,2
14726,1
14727,1
14728,1
14729,1
14730,1
14731,1
14732,1
14733,1
14734,2
14735,1
14736,1
14737,1
14738,3
14739,1
14740,1
14741,1
14742,3
14743,1
14744,1
14745,1
14746,1
14747,1
14748,1
14749,1
14750,2
14751,1
14752,2
14753,1
14754,1
14755,1
14756,1
14757,1
14758,1
14759,1
14760,1
14761,1
14762,1
14763,1
14764,1
14765,1
14766,1
14767,2
14768,5
14769,1
14770,4
14771,1
14772,1
14773,6
14774,5
14775,7
14776,3
14777,1
14778,6
14779,2
14780,3
14781,1
14782,1
14783,7
14784,10
14785,6
14786,2
14787,3
14788,2
14789,3
14790,4
14791,4
14792,4
14793,8
14794,4
14795,2
14796,2
14797,2
14798,6
14799,6
14800,12
14801,1
14802,4
14803,4
14804,2
14805,2
14806,2
14807,4
14808,5
14809,1
14810,3
14811,1
14812,6
14813,2
14814,2
14815,2
14816,4
14817,5
14818,2
14819,4
14820,7
14821,4
14822,5
14823,9
14824,8
14825,8
14826,5
14827,1
14828,2
14829,1
14830,2
14831,2
14832,4
14833,6
14834,3
14835,3
14836,3
14837,4
14838,3
14839,8
14840,4
14841,3
14842,2
14843,3
14844,3
14845,6
14846,4
14847,1
14848,2
14849,2
14850,1
14851,5
14852,1
14853,27
14854,2
14855,6
14856,6
14857,7
14858,8
14859,4
14860,1
14861,3
14862,3
14863,5
14864,3
14865,5
14866,6
14867,4
14868,2
14869,2
14870,10
14871,4
14872,9
14873,4
14874,1
14875,4
14876,6
14877,3
14878,1
14879,5
14880,3
14881,15
14882,1
14883,2
14884,2
14885,1
14886,3
14887,4
14888,9
14889,2
14890,5
14891,7
14892,1
14893,1
14894,2
14895,1
14896,6
14897,2
14898,5
14899,2
14900,4
14901,1
14902,5
14903,2
14904,2
14905,3
14906,1
14907,2
14908,3
14909,2
14910,1
14911,2
14912,2
14913,3
14914,2
14915,4
14916,5
14917,4
14918,1
14919,4
14920,2
14921,2
14922,2
14923,4
14924,4
14925,2
14926,3
14927,1
14928,2
14929,2
14930,4
14931,1
14932,1
14933,6
14934,3
14935,5
14936,5
14937,4
14938,3
14939,6
14940,1
14941,1
14942,3
14943,2
14944,3
14945,2
14946,3
14947,2
14948,1
14949,2
14950,3
14951,1
14952,4
14953,1
14954,3
14955,1
14956,1
14957,1
14958,2
14959,2
14960,2
14961,1
14962,2
14963,2
14964,3
14965,1
14966,1
14967,4
14968,5
14969,3
14970,5
14971,1
14972,3
14973,4
14974,4
14975,2
14976,4
14977,1
14978,2
14979,2
14980,2
14981,7
14982,1
14983,3
14984,5
14985,3
14986,8
14987,2
14988,4
14989,2
14990,2
14991,1
14992,1
14993,4
14994,4
14995,3
14996,4
14997,3
14998,3
14999,3
15000,4
15001,4
15002,1
15003,1
15004,3
15005,3
15006,4
15007,1
15008,1
15009,3
15010,5
15011,5
15012,4
15013,2
15014,1
15015,2
15016,2
15017,4
15018,1
15019,10
15020,2
15021,4
15022,1
15023,1
15024,2
15025,2
15026,1
15027,2
15028,1
15029,2
15030,3
15031,4
15032,2
15033,3
15034,1
15035,1
15036,5
15037,1
15038,3
15039,1
15040,2
15041,5
15042,4
15043,5
15044,2
15045,8
15046,8
15047,3
15048,2
15049,2
15050,4
15051,1
15052,4
15053,2
15054,3
15055,7
15056,3
15057,1
15058,2
15059,2
15060,2
15061,1
15062,2
15063,1
15064,1
15065,1
15066,3
15067,2
15068,4
15069,3
15070,3
15071,3
15072,7
15073,1
15074,1
15075,3
15076,2
15077,1
15078,2
15079,5
15080,4
15081,3
15082,2
15083,1
15084,2
15085,1
15086,1
15087,1
15088,1
15089,2
15090,2
15091,2
15092,1
15093,2
15094,3
15095,1
15096,1
15097,1
15098,5
15099,1
15100,2
15101,2
15102,3
15103,3
15104,4
15105,5
15106,4
15107,1
15108,1
15109,2
15110,1
15111,2
15112,14
15113,4
15114,2
15115,2
15116,1
15117,1
15118,2
15119,1
15120,1
15121,1
15122,2
15123,1
15124,1
15125,3
15126,3
15127,2
15128,3
15129,1
15130,2
15131,1
15132,2
15133,1
15134,1
15135,1
15136,1
15137,1
15138,2
15139,1
15140,4
15141,3
15142,2
15143,3
15144,2
15145,3
15146,2
15147,3
15148,3
15149,3
15150,6
15151,3
15152,1
15153,4
15154,1
15155,3
15156,2
15157,2
15158,1
15159,1
15160,4
15161,1
15162,3
15163,1
15164,2
15165,1
15166,2
15167,3
15168,2
15169,2
15170,1
15171,1
15172,1
15173,2
15174,1
15175,6
15176,3
15177,2
15178,3
15179,1
15180,3
15181,4
15182,5
15183,2
15184,3
15185,2
15186,3
15187,4
15188,2
15189,1
15190,10
15191,2
15192,3
15193,5
15194,1
15195,3
15196,1
15197,3
15198,3
15199,1
15200,2
15201,1
15202,3
15203,4
15204,1
15205,1
15206,1
15207,1
15208,1
15209,1
15210,1
15211,1
15212,1
15213,3
15214,3
15215,2
15216,1
15217,2
15218,6
15219,3
15220,2
15221,4
15222,2
15223,3
15224,25
15225,2
15226,2
15227,3
15228,2
15229,4
15230,4
15231,1
15232,3
15233,3
15234,4
15235,3
15236,1
15237,3
15238,2
15239,3
15240,2
15241,2
15242,1
15243,2
15244,7
15245,1
15246,1
15247,1
15248,1
15249,1
15250,1
15251,2
15252,4
15253,3
15254,4
15255,1
15256,2
15257,2
15258,1
15259,1
15260,2
15261,1
15262,4
15263,4
15264,5
15265,3
15266,2
15267,1
15268,2
15269,3
15270,3
15271,3
15272,1
15273,3
15274,4
15275,2
15276,2
15277,12
15278,3
15279,4
15280,2
15281,1
15282,4
15283,2
15284,1
15285,6
15286,6
15287,1
15288,2
15289,2
15290,5
15291,5
15292,3
15293,1
15294,1
15295,1
15296,1
15297,2
15298,1
15299,1
15300,2
15301,1
15302,1
15303,13
15304,1
15305,11
15306,2
15307,1
15308,2
15309,2
15310,2
15311,1
15312,1
15313,1
15314,3
15315,2
15316,3
15317,5
15318,2
15319,1
15320,2
15321,1
15322,2
15323,1
15324,2
15325,2
15326,3
15327,5
15328,2
15329,1
15330,1
15331,1
15332,4
15333,1
15334,1
15335,2
15336,1
15337,1
15338,1
15339,1
15340,1
15341,1
15342,1
15343,1
15344,4
15345,2
15346,3
15347,3
15348,3
15349,5
15350,3
15351,5
15352,1
15353,1
15354,1
15355,1
15356,2
15357,1
15358,1
15359,1
15360,1
15361,4
15362,3
15363,6
15364,2
15365,2
15366,2
15367,2
15368,5
15369,5
15370,3
15371,4
15372,3
15373,3
15374,1
15375,4
15376,1
15377,2
15378,3
15379,2
15380,1
15381,4
15382,2
15383,1
15384,1
15385,1
15386,2
15387,1
15388,2
15389,1
15390,1
15391,2
15392,1
15393,1
15394,6
15395,8
15396,2
15397,1
15398,1
15399,1
15400,1
15401,1
15402,2
15403,6
15404,5
15405,6
15406,8
15407,5
15408,8
15409,2
15410,1
15411,1
15412,3
15413,2
15414,1
15415,1
15416,3
15417,1
15418,2
15419,1
15420,1
15421,1
15422,1
15423,1
15424,1
15425,4
15426,2
15427,1
15428,3
15429,2
15430,3
15431,3
15432,13
15433,2
15434,1
15435,3
15436,7
15437,1
15438,1
15439,1
15440,1
15441,1
15442,2
15443,1
15444,1
15445,1
15446,1
15447,1
15448,1
15449,2
15450,1
15451,2
15452,1
15453,1
15454,2
15455,1
15456,1
15457,3
15458,2
15459,2
15460,2
15461,3
15462,1
15463,2
15464,2
15465,1
15466,1
15467,1
15468,2
15469,4
15470,2
15471,1
15472,2
15473,2
15474,2
15475,1
15476,1
15477,7
15478,4
15479,5
15480,2
15481,4
15482,2
15483,3
15484,2
15485,1
15486,1
15487,3
15488,2
15489,1
15490,3
15491,2
15492,2
15493,4
15494,3
15495,3
15496,2
15497,6
15498,1
15499,2
15500,2
15501,3
15502,3
15503,3
15504,2
15505,2
15506,2
15507,2
15508,3
15509,1
15510,1
15511,1
15512,1
15513,4
15514,2
15515,1
15516,2
15517,2
15518,1
15519,1
15520,8
15521,2
15522,2
15523,1
15524,2
15525,1
15526,2
15527,2
15528,1
15529,1
15530,4
15531,6
15532,1
15533,4
15534,2
15535,1
15536,3
15537,2
15538,2
15539,5
15540,5
15541,2
15542,2
15543,2
15544,3
15545,2
15546,2
15547,1
15548,1
15549,1
15550,1
15551,3
15552,1
15553,1
15554,2
15555,1
15556,4
15557,3
15558,6
15559,1
15560,1
15561,2
15562,3
15563,1
15564,4
15565,1
15566,1
15567,1
15568,1
15569,2
15570,3
15571,7
15572,7
15573,5
15574,1
15575,1
15576,1
15577,1
15578,2
15579,2
15580,1
15581,1
15582,1
15583,1
15584,2
15585,1
15586,1
15587,2
15588,1
15589,1
15590,2
15591,2
15592,3
15593,1
15594,4
15595,2
15596,4
15597,2
15598,6
15599,2
15600,1
15601,4
15602,2
15603,1
15604,3
15605,2
15606,5
15607,1
15608,1
15609,2
15610,5
15611,1
15612,1
15613,3
15614,1
15615,6
15616,2
15617,3
15618,1
15619,1
15620,2
15621,3
15622,4
15623,2
15624,3
15625,2
15626,1
15627,1
15628,1
15629,1
15630,4
15631,2
15632,4
15633,2
15634,1
15635,2
15636,1
15637,1
15638,1
15639,3
15640,3
15641,1
15642,1
15643,1
15644,1
15645,2
15646,3
15647,1
15648,3
15649,1
15650,1
15651,2
15652,1
15653,3
15654,1
15655,1
15656,2
15657,1
15658,2
15659,1
15660,1
15661,1
15662,2
15663,1
15664,1
15665,3
15666,1
15667,4
15668,2
15669,1
15670,2
15671,1
15672,2
15673,2
15674,2
15675,1
15676,1
15677,2
15678,1
15679,1
15680,1
15681,1
15682,2
15683,1
15684,3
15685,5
15686,4
15687,3
15688,9
15689,4
15690,2
15691,3
15692,1
15693,5
15694,1
15695,2
15696,2
15697,2
15698,2
15699,1
15700,3
15701,3
15702,4
15703,2
15704,2
15705,2
15706,3
15707,1
15708,2
15709,1
15710,1
15711,1
15712,2
15713,1
15714,1
15715,2
15716,2
15717,7
15718,2
15719,3
15720,1
15721,1
15722,2
15723,4
15724,1
15725,2
15726,2
15727,3
15728,3
15729,2
15730,1
15731,1
15732,1
15733,1
15734,1
15735,1
15736,1
15737,5
15738,1
15739,1
15740,1
15741,1
15742,1
15743,1
15744,1
15745,1
15746,1
15747,1
15748,2
15749,1
15750,2
15751,4
15752,1
15753,1
15754,2
15755,1
15756,1
15757,2
15758,3
15759,1
15760,2
15761,4
15762,1
15763,1
15764,4
15765,1
15766,1
15767,1
15768,1
15769,4
15770,4
15771,1
15772,1
15773,1
15774,2
15775,2
15776,3
15777,2
15778,1
15779,1
15780,1
15781,2
15782,2
15783,1
15784,2
15785,1
15786,3
15787,1
15788,1
15789,1
15790,6
15791,1
15792,2
15793,2
15794,2
15795,2
15796,2
15797,1
15798,1
15799,1
15800,1
15801,1
15802,1
15803,3
15804,1
15805,1
15806,4
15807,5
15808,1
15809,1
15810,1
15811,2
15812,1
15813,2
15814,2
15815,1
15816,1
15817,1
15818,1
15819,1
15820,1
15821,1
15822,1
15823,3
15824,5
15825,1
15826,2
15827,3
15828,2
15829,7
15830,5
15831,2
15832,5
15833,4
15834,2
15835,1
15836,2
15837,1
15838,1
15839,1
15840,1
15841,3
15842,1
15843,1
15844,1
15845,4
15846,2
15847,1
15848,1
15849,1
15850,2
15851,5
15852,4
15853,1
15854,1
15855,1
15856,1
15857,1
15858,1
15859,2
15860,1
15861,4
15862,1
15863,1
15864,1
15865,1
15866,1
15867,2
15868,2
15869,1
15870,1
15871,1
15872,1
15873,1
15874,1
15875,1
15876,2
15877,1
15878,1
15879,4
15880,2
15881,1
15882,2
15883,2
15884,1
15885,1
15886,5
15887,1
15888,6
15889,3
15890,1
15891,2
15892,1
15893,2
15894,1
15895,1
15896,1
15897,1
15898,1
15899,1
15900,4
15901,1
15902,1
15903,1
15904,1
15905,1
15906,1
15907,1
15908,2
15909,1
15910,1
15911,1
15912,1
15913,4
15914,1
15915,2
15916,1
15917,3
15918,1
15919,1
15920,1
15921,1
15922,1
15923,1
15924,2
15925,3
15926,2
15927,1
15928,1
15929,1
15930,1
15931,3
15932,1
15933,1
15934,2
15935,1
15936,5
15937,3
15938,1
15939,2
15940,1
15941,1
15942,2
15943,2
15944,1
15945,2
15946,1
15947,2
15948,1
15949,1
15950,2
15951,4
15952,1
15953,1
15954,1
15955,1
15956,1
15957,2
15958,4
15959,5
15960,4
15961,3
15962,3
15963,5
15964,3
15965,2
15966,1
15967,1
15968,1
15969,2
15970,2
15971,1
15972,2
15973,2
15974,1
15975,1
15976,5
15977,3
15978,3
15979,1
15980,1
15981,2
15982,2
15983,1
15984,4
15985,1
15986,1
15987,5
15988,2
15989,1
15990,2
15991,1
15992,2
15993,2
15994,3
15995,1
15996,1
15997,2
15998,2
15999,3
16000,2
16001,1
16002,3
16003,2
16004,1
16005,2
16006,3
16007,5
16008,1
16009,1
16010,1
16011,2
16012,3
16013,3
16014,2
16015,3
16016,1
16017,1
16018,1
16019,1
16020,7
16021,1
16022,2
16023,2
16024,1
16025,2
16026,2
16027,2
16028,1
16029,1
16030,2
16031,1
16032,1
16033,1
16034,1
16035,2
16036,6
16037,1
16038,3
16039,3
16040,1
16041,3
16042,2
16043,1
16044,2
16045,4
16046,1
16047,2
16048,1
16049,1
16050,1
16051,2
16052,2
16053,2
16054,2
16055,1
16056,2
16057,1
16058,4
16059,1
16060,2
16061,1
16062,2
16063,1
16064,1
16065,1
16066,1
16067,3
16068,2
16069,2
16070,1
16071,3
16072,3
16073,1
16074,3
16075,2
16076,6
16077,1
16078,3
16079,1
16080,1
16081,1
16082,1
16083,1
16084,1
16085,2
16086,3
16087,4
16088,1
16089,1
16090,2
16091,1
16092,1
16093,1
16094,1
16095,1
16096,1
16097,1
16098,1
16099,1
16100,2
16101,1
16102,2
16103,2
16104,2
16105,1
16106,3
16107,1
16108,1
16109,1
16110,1
16111,1
16112,1
16113,1
16114,3
16115,1
16116,2
16117,1
16118,1
16119,3
16120,3
16121,1
16122,1
16123,1
16124,1
16125,1
16126,1
16127,1
16128,2
16129,1
16130,1
16131,1
16132,2
16133,1
16134,1
16135,1
16136,1
16137,1
16138,1
16139,1
16140,4
16141,2
16142,2
16143,1
16144,1
16145,1
16146,3
16147,1
16148,1
16149,1
16150,1
16151,3
16152,2
16153,1
16154,1
16155,1
16156,1
16157,1
16158,1
16159,2
16160,4
16161,4
16162,2
16163,2
16164,1
16165,3
16166,2
16167,1
16168,1
16169,2
16170,1
16171,1
16172,1
16173,1
16174,1
16175,1
16176,1
16177,1
16178,1
16179,2
16180,2
16181,1
16182,1
16183,1
16184,1
16185,2
16186,7
16187,1
16188,1
16189,1
16190,1
16191,1
16192,1
16193,1
16194,1
16195,2
16196,1
16197,1
16198,1
16199,1
16200,1
16201,1
16202,1
16203,2
16204,2
16205,1
16206,1
16207,4
16208,6
16209,3
16210,9
16211,2
16212,1
16213,1
16214,1
16215,1
16216,2
16217,1
16218,1
16219,1
16220,3
16221,7
16222,6
16223,4
16224,4
16225,4
16226,4
16227,2
16228,2
16229,1
16230,2
16231,2
16232,1
16233,1
16234,1
16235,1
16236,4
16237,1
16238,2
16239,4
16240,1
16241,1
16242,1
16243,1
16244,1
16245,1
16246,3
16247,3
16248,2
16249,1
16250,1
16251,2
16252,1
16253,1
16254,3
16255,1
16256,1
16257,1
16258,2
16259,3
16260,2
16261,1
16262,2
16263,1
16264,3
16265,1
16266,1
16267,1
16268,1
16269,1
16270,2
16271,1
16272,1
16273,3
16274,3
16275,1
16276,1
16277,3
16278,1
16279,1
16280,1
16281,2
16282,2
16283,1
16284,1
16285,1
16286,1
16287,1
16288,1
16289,1
16290,2
16291,1
16292,1
16293,1
16294,1
16295,2
16296,1
16297,2
16298,1
16299,1
16300,2
16301,2
16302,1
16303,1
16304,1
16305,1
16306,2
16307,2
16308,2
16309,1
16310,3
16311,2
16312,2
16313,1
16314,1
16315,1
16316,1
16317,1
16318,1
16319,1
16320,1
16321,2
16322,2
16323,2
16324,2
16325,2
16326,1
16327,1
16328,1
16329,3
16330,1
16331,2
16332,1
16333,2
16334,3
16335,2
16336,3
16337,1
16338,2
16339,2
16340,1
16341,2
16342,2
16343,1
16344,1
16345,1
16346,1
16347,2
16348,2
16349,1
16350,1
16351,1
16352,1
16353,1
16354,1
16355,3
16356,2
16357,2
16358,1
16359,1
16360,1
16361,2
16362,2
16363,1
16364,2
16365,1
16366,1
16367,2
16368,2
16369,2
16370,1
16371,1
16372,1
16373,1
16374,1
16375,4
16376,1
16377,2
16378,2
16379,1
16380,5
16381,2
16382,2
16383,2
16384,1
16385,1
16386,1
16387,1
16388,2
16389,1
16390,1
16391,1
16392,2
16393,3
16394,1
16395,2
16396,1
16397,1
16398,1
16399,1
16400,4
16401,1
16402,1
16403,1
16404,1
16405,1
16406,1
16407,1
16408,1
16409,4
16410,1
16411,2
16412,1
16413,1
16414,2
16415,1
16416,1
16417,5
16418,1
16419,1
16420,2
16421,1
16422,1
16423,3
16424,1
16425,1
16426,1
16427,1
16428,1
16429,2
16430,2
16431,1
16432,1
16433,2
16434,1
16435,1
16436,1
16437,3
16438,1
16439,4
16440,2
16441,2
16442,2
16443,2
16444,2
16445,1
16446,1
16447,1
16448,2
16449,1
16450,2
16451,2
16452,2
16453,1
16454,1
16455,1
16456,2
16457,1
16458,1
16459,2
16460,1
16461,1
16462,1
16463,1
16464,1
16465,1
16466,1
16467,2
16468,2
16469,1
16470,2
16471,1
16472,1
16473,2
16474,1
16475,1
16476,1
16477,1
16478,1
16479,1
16480,1
16481,1
16482,1
16483,1
16484,1
16485,1
16486,1
16487,1
16488,1
16489,1
16490,1
16491,1
16492,1
16493,2
16494,1
16495,1
16496,1
16497,1
16498,1
16499,1
16500,1
16501,1
16502,1
16503,1
16504,1
16505,1
16506,1
16507,1
16508,2
16509,1
16510,1
16511,2
16512,2
16513,3
16514,2
16515,1
16516,1
16517,1
16518,1
16519,1
16520,1
16521,1
16522,1
16523,1
16524,1
16525,1
16526,1
16527,1
16528,1
16529,1
16530,2
16531,2
16532,1
16533,1
16534,1
16535,1
16536,1
16537,2
16538,1
16539,1
16540,1
16541,1
16542,1
16543,1
16544,1
16545,1
16546,1
16547,1
16548,1
16549,2
16550,1
16551,1
16552,2
16553,2
16554,1
16555,1
16556,1
16557,1
16558,2
16559,1
16560,1
16561,1
16562,1
16563,1
16564,1
16565,1
16566,1
16567,1
16568,1
16569,1
16570,1
16571,1
16572,1
16573,1
16574,1
16575,2
16576,1
16577,1
